Date,Children apprehended and placed in CBP custody,Children in CBP custody,Children transferred out of CBP custody,Children in HHS Care,Children discharged from HHS Care
2021-02-03,556,980,456,19304,459
2021-02-04,731,1222,489,19367,426
2021-02-05,502,1020,704,19704,367
2021-02-06,473,1121,372,19801,275
2021-02-07,537,1234,424,19937,288
2021-02-08,621,1143,712,20158,491
2021-02-09,524,1105,562,20266,454
2021-02-10,366,845,626,20457,435
2021-02-11,565,957,453,20521,389
2021-02-12,375,787,545,20656,410
2021-02-13,554,1021,320,20710,266
2021-02-14,456,1072,405,20761,354
2021-02-15,608,1131,549,20933,377
2021-02-16,457,1050,538,20900,571
2021-02-17,414,889,575,21089,386
2021-02-18,544,1013,420,21102,407
2021-02-19,520,970,563,21297,368
2021-02-20,413,1034,349,21347,299
2021-02-21,450,1072,412,21465,294
2021-02-22,792,1238,626,21680,411
2021-02-23,593,1160,671,21872,479
2021-02-24,612,1216,556,21947,481
2021-02-25,594,1108,702,22086,563
2021-02-26,653,1267,494,22166,414
2021-02-27,432,1271,428,22264,330
2021-02-28,326,1069,528,22522,270
2021-03-01,528,1112,485,22539,468
2021-03-02,614,1143,583,22553,569
2021-03-03,470,991,622,22722,453
2021-03-04,529,822,698,22959,461
2021-03-05,490,864,448,22928,479
2021-03-06,579,1181,262,22879,311
2021-03-07,517,1308,390,22942,327
2021-03-08,599,1245,662,23093,511
2021-03-09,597,1025,817,23466,444
2021-03-10,540,1044,521,23530,457
2021-03-11,560,1082,522,23454,598
2021-03-12,455,959,578,23487,545
2021-03-13,333,891,401,23637,251
2021-03-14,472,993,370,23715,292
2021-03-15,571,1033,531,23772,474
2021-03-16,652,1127,558,23769,561
2021-03-17,688,1264,551,23843,477
2021-03-18,688,1295,657,23947,553
2021-03-19,468,980,783,24154,576
2021-03-20,438,981,437,24313,278
2021-03-21,496,1117,360,24357,316
2021-03-22,795,1388,524,24259,622
2021-03-23,679,1285,782,24528,513
2021-03-24,643,1230,698,24658,568
2021-03-25,513,1126,617,24712,563
2021-03-26,476,992,610,24887,435
2021-03-27,520,1189,323,24948,262
2021-03-28,392,1091,490,25073,365
2021-03-29,524,964,651,25300,424
2021-03-30,534,971,527,25278,549
2021-03-31,690,1114,547,25193,632
2021-04-01,499,1035,578,25208,563
2021-04-02,365,797,603,25248,563
2021-04-03,482,976,303,25116,435
2021-04-04,403,1023,356,25045,427
2021-04-05,530,1025,528,25015,558
2021-04-06,519,975,569,24960,624
2021-04-07,505,976,504,24860,604
2021-04-08,593,1068,501,24877,484
2021-04-09,418,927,559,24847,589
2021-04-10,414,986,355,24911,291
2021-04-11,496,1124,358,25009,260
2021-04-12,480,844,760,25285,484
2021-04-13,413,811,446,25132,599
2021-04-14,582,933,460,25012,580
2021-04-15,623,1070,486,24867,631
2021-04-16,523,1035,558,25030,395
2021-04-17,333,1039,329,24975,384
2021-04-18,497,1185,351,25049,277
2021-04-19,410,1027,568,24902,715
2021-04-20,551,1107,471,24934,439
2021-04-21,461,997,571,25048,457
2021-04-22,442,839,600,25015,633
2021-04-23,492,824,507,25049,473
2021-04-24,435,987,272,25041,280
2021-04-25,406,1034,359,25139,261
2021-04-26,575,1085,524,25178,485
2021-04-27,492,967,610,25108,680
2021-04-28,610,1044,533,25134,507
2021-04-29,549,1045,548,25115,567
2021-04-30,474,908,611,25235,491
2021-05-01,355,875,388,25267,356
2021-05-02,316,902,289,25219,337
2021-05-03,497,936,463,25171,511
2021-05-04,451,759,628,25188,611
2021-05-05,333,636,456,24946,698
2021-05-06,439,793,282,24552,676
2021-05-07,416,801,408,24481,479
2021-05-08,512,1030,283,24389,375
2021-05-09,313,860,483,24538,334
2021-05-10,383,762,481,24516,503
2021-05-11,562,924,400,24339,577
2021-05-12,583,1026,481,24280,540
2021-05-13,426,792,660,24389,551
2021-05-14,433,730,495,24325,559
2021-05-15,444,922,252,24305,272
2021-05-16,285,828,379,24352,332
2021-05-17,360,727,461,24169,644
2021-05-18,456,825,358,24044,483
2021-05-19,601,912,514,24090,468
2021-05-20,446,808,550,24188,452
2021-05-21,483,856,435,24188,435
2021-05-22,479,1021,314,24166,336
2021-05-23,555,1170,406,24261,311
2021-05-24,436,810,796,24552,505
2021-05-25,475,859,426,24312,666
2021-05-26,626,1093,392,24166,538
2021-05-27,379,866,606,24237,535
2021-05-28,555,977,444,24198,483
2021-05-29,347,956,368,24296,270
2021-05-30,411,867,500,24528,268
2021-05-31,459,857,469,24493,504
2021-06-01,351,739,469,24346,616
2021-06-02,350,689,400,24288,458
2021-06-03,423,725,387,24165,510
2021-06-04,471,808,388,23917,636
2021-06-05,338,814,332,23940,309
2021-06-06,349,880,283,23886,337
2021-06-07,442,782,540,23845,581
2021-06-08,351,739,394,23720,519
2021-06-09,454,748,445,23676,489
2021-06-10,459,870,337,23477,536
2021-06-11,600,1062,408,23390,495
2021-06-12,326,969,419,23456,353
2021-06-13,322,893,398,23518,336
2021-06-14,456,867,482,23523,477
2021-06-15,459,922,404,23410,517
2021-06-16,374,812,484,23322,572
2021-06-17,382,679,515,23358,479
2021-06-18,440,767,352,23222,488
2021-06-19,305,794,278,23198,302
2021-06-20,324,854,264,23160,302
2021-06-21,411,796,469,23055,574
2021-06-22,471,793,474,22955,574
2021-06-23,371,679,485,22767,673
2021-06-24,308,602,385,22748,404
2021-06-25,304,540,366,22546,568
2021-06-26,285,615,210,22479,277
2021-06-27,283,664,234,22424,289
2021-06-28,397,721,340,22193,571
2021-06-29,339,642,418,22144,467
2021-06-30,365,609,398,21932,610
2021-07-01,298,600,307,21800,439
2021-07-02,313,624,289,21475,614
2021-07-03,347,716,255,21467,263
2021-07-04,314,783,247,21413,301
2021-07-05,336,724,395,21339,469
2021-07-06,312,550,486,21421,404
2021-07-07,314,590,274,21230,465
2021-07-08,352,672,270,20995,505
2021-07-09,366,702,336,20842,489
2021-07-10,248,692,258,20801,299
2021-07-11,286,693,285,20789,297
2021-07-12,247,554,386,20745,430
2021-07-13,346,618,282,20548,479
2021-07-14,375,660,333,20424,457
2021-07-15,321,633,348,20310,462
2021-07-16,440,770,303,20216,397
2021-07-17,249,636,383,20317,282
2021-07-18,294,678,252,20376,193
2021-07-19,333,610,401,20383,394
2021-07-20,330,598,342,20292,433
2021-07-21,329,601,326,20083,535
2021-07-22,340,612,329,19953,459
2021-07-23,380,671,321,19778,496
2021-07-24,350,764,257,19794,241
2021-07-25,284,731,317,19775,336
2021-07-26,379,636,474,19788,461
2021-07-27,301,636,301,19561,528
2021-07-28,376,678,334,19463,432
2021-07-29,299,589,388,19388,463
2021-07-30,394,653,330,19311,407
2021-07-31,397,858,192,19202,301
2021-08-01,235,749,344,19319,227
2021-08-02,203,501,451,19397,373
2021-08-03,260,527,234,19164,467
2021-08-04,339,604,262,19028,398
2021-08-05,306,565,345,18940,433
2021-08-06,293,520,338,18814,464
2021-08-07,279,603,196,18797,213
2021-08-08,258,640,221,18758,260
2021-08-09,339,602,377,18853,282
2021-08-10,324,591,335,18749,439
2021-08-11,354,647,298,18571,476
2021-08-12,298,548,397,18519,449
2021-08-13,323,595,276,18380,415
2021-08-14,229,591,233,18336,277
2021-08-15,219,560,250,18299,287
2021-08-16,364,629,295,18147,447
2021-08-17,291,621,299,17922,524
2021-08-18,318,533,406,17958,370
2021-08-19,287,565,255,17856,357
2021-08-20,258,540,283,17836,303
2021-08-21,240,561,219,17874,181
2021-08-22,297,634,224,17882,216
2021-08-23,307,563,378,17879,381
2021-08-24,218,494,287,17782,384
2021-08-25,273,496,271,17742,311
2021-08-26,369,618,247,17586,403
2021-08-27,273,507,384,17604,366
2021-08-28,183,497,193,17571,226
2021-08-29,319,636,180,17525,226
2021-08-30,312,527,421,17546,400
2021-08-31,279,476,330,17520,356
2021-09-01,247,494,229,17333,416
2021-09-02,308,549,253,17271,315
2021-09-03,241,458,332,17255,348
2021-09-04,264,553,169,17217,207
2021-09-05,241,551,243,17247,213
2021-09-06,271,531,291,17195,343
2021-09-07,267,538,260,17105,350
2021-09-08,255,507,286,16986,405
2021-09-09,306,549,264,16794,456
2021-09-10,230,476,303,16759,338
2021-09-11,174,462,188,16770,177
2021-09-12,244,557,149,16691,228
2021-09-13,288,533,312,16554,449
2021-09-14,281,502,312,16489,377
2021-09-15,278,538,242,16344,387
2021-09-16,249,503,284,16225,403
2021-09-17,294,550,247,16136,336
2021-09-18,221,579,192,16150,178
2021-09-19,206,542,243,16189,204
2021-09-20,250,487,305,16205,289
2021-09-21,354,579,262,16150,317
2021-09-22,201,386,394,16159,385
2021-09-23,282,441,227,16021,365
2021-09-24,203,449,195,15805,411
2021-09-25,219,498,170,15741,234
2021-09-26,208,509,197,15770,168
2021-09-27,191,401,299,15721,348
2021-09-28,277,467,211,15581,351
2021-09-29,247,397,317,15504,394
2021-09-30,191,356,232,15421,315
2021-10-01,326,525,157,15152,426
2021-10-02,303,650,178,15053,277
2021-10-03,306,686,270,15088,235
2021-10-04,304,622,368,15064,392
2021-10-05,290,572,340,14993,411
2021-10-06,351,581,342,14955,380
2021-10-07,370,632,319,14879,395
2021-10-08,341,655,318,14719,478
2021-10-09,212,600,267,14729,257
2021-10-10,252,637,215,14687,257
2021-10-11,307,668,276,14507,456
2021-10-12,219,465,422,14438,491
2021-10-13,309,541,233,14230,441
2021-10-14,405,686,260,14094,396
2021-10-15,317,643,360,14015,439
2021-10-16,305,692,256,14007,264
2021-10-17,251,662,281,14016,272
2021-10-18,285,613,334,13934,416
2021-10-19,305,595,323,13834,423
2021-10-20,255,495,355,13759,430
2021-10-21,249,470,274,13613,420
2021-10-22,348,594,224,13400,437
2021-10-23,300,656,238,13418,220
2021-10-24,211,612,255,13391,282
2021-10-25,333,640,305,13319,377
2021-10-26,284,551,373,13392,300
2021-10-27,303,543,311,13340,363
2021-10-28,308,529,322,13212,450
2021-10-29,334,590,273,13085,400
2021-10-30,248,626,212,13066,231
2021-10-31,302,703,225,13089,202
2021-11-01,356,691,368,13085,372
2021-11-02,373,633,431,13238,278
2021-11-03,300,555,378,13287,329
2021-11-04,470,735,290,13259,318
2021-11-05,365,717,383,13086,556
2021-11-06,321,751,287,13170,203
2021-11-07,227,673,305,13304,171
2021-11-08,300,567,406,13355,355
2021-11-09,409,696,280,13324,311
2021-11-10,355,636,415,13286,453
2021-11-11,255,500,391,13226,451
2021-11-12,397,613,284,13124,386
2021-11-13,266,657,222,13052,294
2021-11-14,357,749,265,13079,238
2021-11-15,335,646,438,13170,347
2021-11-16,350,645,351,13064,457
2021-11-17,406,648,403,13112,355
2021-11-18,297,587,358,13142,328
2021-11-19,293,584,296,13113,325
2021-11-20,280,657,207,13080,240
2021-11-21,327,700,284,13128,236
2021-11-22,278,566,412,13117,423
2021-11-23,264,549,281,13106,292
2021-11-24,384,626,307,12961,452
2021-11-25,310,564,372,12846,487
2021-11-26,320,518,366,12895,317
2021-11-27,218,568,168,12861,202
2021-11-28,261,605,224,12858,227
2021-11-29,339,648,296,12804,350
2021-11-30,391,709,330,12830,304
2021-12-01,367,683,393,12883,340
2021-12-02,529,876,336,12802,417
2021-12-03,372,769,479,12957,324
2021-12-04,316,809,276,13019,214
2021-12-05,441,911,339,13155,203
2021-12-06,425,879,457,13226,386
2021-12-07,379,795,463,13349,340
2021-12-08,403,733,465,13425,389
2021-12-09,505,837,401,13447,379
2021-12-10,514,886,465,13595,317
2021-12-11,310,832,364,13742,217
2021-12-12,348,873,307,13823,226
2021-12-13,418,852,439,13872,390
2021-12-14,355,744,463,13993,342
2021-12-15,409,727,426,14025,394
2021-12-16,412,766,373,14052,346
2021-12-17,489,909,346,13979,419
2021-12-18,420,977,352,14099,232
2021-12-19,333,916,394,14288,205
2021-12-20,399,856,459,14353,394
2021-12-21,455,804,507,14477,383
2021-12-22,377,694,487,14559,405
2021-12-23,450,785,359,14503,415
2021-12-24,407,825,367,14317,553
2021-12-25,303,839,289,14349,257
2021-12-26,303,838,304,14393,260
2021-12-27,512,891,459,14363,489
2021-12-28,402,883,410,14363,410
2021-12-29,527,990,420,14377,406
2021-12-30,381,818,553,14492,438
2021-12-31,430,874,374,14373,493
2022-01-01,591,1144,321,14400,294
2022-01-02,352,1024,472,14583,289
2022-01-03,365,823,566,14742,407
2022-01-04,589,940,472,14717,497
2022-01-05,429,850,519,14885,351
2022-01-06,484,889,445,14885,445
2022-01-07,444,842,491,15018,358
2022-01-08,429,959,312,15069,261
2022-01-09,358,928,389,15156,302
2022-01-10,472,867,533,15276,413
2022-01-11,519,856,530,15329,477
2022-01-12,417,779,494,15333,490
2022-01-13,437,782,434,15351,416
2022-01-14,461,767,476,15465,362
2022-01-15,333,821,279,15466,278
2022-01-16,387,877,331,15566,231
2022-01-17,494,915,456,15615,407
2022-01-18,457,915,457,15621,451
2022-01-19,466,854,527,15497,651
2022-01-20,484,926,412,15486,423
2022-01-21,440,848,518,15621,383
2022-01-22,458,970,336,15698,259
2022-01-23,512,1107,375,15755,318
2022-01-24,453,1040,520,15804,471
2022-01-25,522,943,619,15970,453
2022-01-26,468,916,495,15996,469
2022-01-27,513,1007,422,16006,412
2022-01-28,614,1148,473,15944,535
2022-01-29,445,1225,368,15980,332
2022-01-30,316,1129,412,16133,259
2022-01-31,520,967,682,16363,452
2022-02-01,650,1211,406,16163,606
2022-02-02,522,1096,637,16302,498
2022-02-03,627,1110,613,16430,485
2022-02-04,487,911,686,16486,630
2022-02-05,367,887,391,16626,251
2022-02-06,469,1043,313,16612,327
2022-02-07,415,860,598,16740,470
2022-02-08,521,939,442,16692,490
2022-02-09,655,1129,465,16776,381
2022-02-10,405,918,616,16913,479
2022-02-11,445,839,524,16923,514
2022-02-12,393,913,319,16905,337
2022-02-13,454,964,403,16972,336
2022-02-14,511,816,659,17135,496
2022-02-15,666,1054,428,16961,602
2022-02-16,623,1025,652,17202,411
2022-02-17,582,1055,552,17284,470
2022-02-18,552,991,616,17382,518
2022-02-19,487,1117,361,17452,291
2022-02-20,403,1060,460,17608,304
2022-02-21,614,1015,659,17776,491
2022-02-22,457,877,595,17949,422
2022-02-23,612,1045,444,17861,532
2022-02-24,645,1160,530,17897,494
2022-02-25,557,1084,633,18170,360
2022-02-26,447,1136,395,18252,313
2022-02-27,487,1196,427,18319,360
2022-02-28,351,872,675,18382,612
2022-03-01,587,1028,431,18288,525
2022-03-02,552,1004,576,18310,554
2022-03-03,557,971,590,18357,543
2022-03-04,624,1104,491,18366,482
2022-03-05,472,1097,479,18560,285
2022-03-06,402,1096,403,18657,306
2022-03-07,549,1060,585,18597,645
2022-03-08,567,1091,536,18596,537
2022-03-09,571,1022,640,18688,548
2022-03-10,575,1128,469,18438,719
2022-03-11,656,1250,534,18508,464
2022-03-12,405,1120,535,18750,293
2022-03-13,490,1196,414,18785,379
2022-03-14,681,1238,639,18888,536
2022-03-15,432,914,756,19158,486
2022-03-16,576,981,509,19041,626
2022-03-17,514,914,581,19016,606
2022-03-18,531,973,472,18937,551
2022-03-19,416,999,390,18987,340
2022-03-20,465,1031,433,19040,380
2022-03-21,740,1239,532,19069,503
2022-03-22,464,967,736,19268,537
2022-03-23,471,1003,435,18989,714
2022-03-24,461,877,587,19052,524
2022-03-25,727,1084,520,19067,505
2022-03-26,445,1001,528,19268,327
2022-03-27,475,1144,332,19327,273
2022-03-28,528,1088,584,19274,637
2022-03-29,487,1036,539,19226,587
2022-03-30,542,1055,523,19201,548
2022-03-31,811,1263,603,19357,447
2022-04-01,670,1122,811,19594,574
2022-04-02,406,1048,480,19632,442
2022-04-03,509,1210,347,19677,302
2022-04-04,480,1027,663,19614,726
2022-04-05,416,885,558,19463,709
2022-04-06,633,1079,439,19404,498
2022-04-07,647,1174,552,19470,486
2022-04-08,636,1209,601,19422,649
2022-04-09,430,1121,518,19576,364
2022-04-10,450,1195,376,19609,343
2022-04-11,608,1191,612,19774,447
2022-04-12,576,1003,764,20057,481
2022-04-13,512,1044,471,20086,442
2022-04-14,426,856,614,20128,572
2022-04-15,553,954,455,20054,529
2022-04-16,543,1087,410,20134,330
2022-04-17,386,1052,421,20199,356
2022-04-18,598,1062,588,20311,476
2022-04-19,571,1051,582,20321,572
2022-04-20,608,1148,511,20346,486
2022-04-21,619,1163,604,20470,480
2022-04-22,489,976,676,20540,606
2022-04-23,362,940,398,20635,303
2022-04-24,426,1020,346,20695,286
2022-04-25,621,1174,467,20464,698
2022-04-26,501,1130,545,20493,516
2022-04-27,490,954,666,20572,587
2022-04-28,413,963,404,20387,589
2022-04-29,707,1202,468,20243,612
2022-04-30,523,1274,451,20359,335
2022-05-01,469,1271,472,20462,369
2022-05-02,568,1061,778,20693,547
2022-05-03,536,1013,584,20705,572
2022-05-04,474,892,595,20623,677
2022-05-05,479,890,481,20404,700
2022-05-06,461,875,476,20301,579
2022-05-07,620,1219,276,20234,343
2022-05-08,454,1176,497,20374,357
2022-05-09,458,916,718,20437,655
2022-05-10,527,1003,440,20165,712
2022-05-11,422,932,493,20154,504
2022-05-12,616,1127,421,20033,542
2022-05-13,445,983,589,20140,482
2022-05-14,450,1020,413,20236,317
2022-05-15,490,1224,286,20205,317
2022-05-16,520,1048,696,20174,727
2022-05-17,498,847,699,20401,472
2022-05-18,492,864,475,20111,765
2022-05-19,487,790,561,20081,591
2022-05-20,451,807,434,20042,473
2022-05-21,390,885,312,19955,399
2022-05-22,521,1077,329,19934,350
2022-05-23,483,963,597,19959,572
2022-05-24,437,836,564,19951,572
2022-05-25,455,824,467,19713,705
2022-05-26,580,871,533,19703,543
2022-05-27,544,955,460,19629,534
2022-05-28,454,1019,390,19722,297
2022-05-29,402,973,448,19842,328
2022-05-30,535,922,586,19954,474
2022-05-31,446,863,505,20058,401
2022-06-01,403,819,447,19897,608
2022-06-02,485,954,350,19657,590
2022-06-03,478,909,523,19563,617
2022-06-04,307,863,353,19626,290
2022-06-05,313,868,308,19615,319
2022-06-06,426,756,538,19412,741
2022-06-07,543,898,401,19339,474
2022-06-08,314,740,472,19198,613
2022-06-09,437,743,434,19020,612
2022-06-10,341,738,346,18951,415
2022-06-11,324,800,262,18929,284
2022-06-12,337,787,350,18924,355
2022-06-13,393,815,365,18694,595
2022-06-14,387,690,512,18665,541
2022-06-15,419,684,425,18548,542
2022-06-16,387,767,304,18328,524
2022-06-17,336,661,442,18222,548
2022-06-18,400,798,263,18079,406
2022-06-19,399,912,285,18121,243
2022-06-20,475,972,415,18088,448
2022-06-21,332,721,583,17962,709
2022-06-22,438,803,356,17927,391
2022-06-23,464,844,423,17842,508
2022-06-24,359,764,439,17843,438
2022-06-25,357,819,302,17856,289
2022-06-26,350,811,358,17843,371
2022-06-27,552,996,367,17703,507
2022-06-28,559,954,601,17803,501
2022-06-29,326,750,530,17673,660
2022-06-30,609,1050,309,17515,467
2022-07-01,301,827,524,17483,556
2022-07-02,340,866,301,17481,303
2022-07-03,340,861,345,17537,289
2022-07-04,298,630,529,17633,433
2022-07-05,372,605,397,17512,518
2022-07-06,340,642,303,17369,446
2022-07-07,376,666,352,17136,585
2022-07-08,358,641,383,17076,443
2022-07-09,352,733,260,17059,277
2022-07-10,297,702,328,17127,260
2022-07-11,337,614,425,16982,570
2022-07-12,408,732,290,16773,499
2022-07-13,377,768,341,16659,455
2022-07-14,386,717,437,16495,601
2022-07-15,313,603,427,16340,582
2022-07-16,251,654,200,16278,262
2022-07-17,270,694,230,16228,280
2022-07-18,315,645,364,16043,549
2022-07-19,389,686,348,15891,500
2022-07-20,400,696,390,15844,437
2022-07-21,338,629,405,15864,385
2022-07-22,429,754,304,15786,382
2022-07-23,361,803,312,15892,206
2022-07-24,305,781,327,15965,254
2022-07-25,306,608,479,15945,499
2022-07-26,438,741,305,15761,489
2022-07-27,343,723,361,15642,480
2022-07-28,352,697,378,15661,359
2022-07-29,329,642,384,15632,413
2022-07-30,257,616,283,15656,259
2022-07-31,236,585,267,15623,300
2022-08-01,320,640,265,15451,437
2022-08-02,259,552,347,15291,507
2022-08-03,461,669,344,15275,360
2022-08-04,247,451,465,15201,539
2022-08-05,241,472,220,14934,487
2022-08-06,267,552,187,14883,238
2022-08-07,311,630,233,14850,266
2022-08-08,294,547,377,14825,402
2022-08-09,317,616,248,14587,486
2022-08-10,221,525,312,14436,463
2022-08-11,263,516,272,14344,364
2022-08-12,248,478,286,14224,406
2022-08-13,186,489,175,14155,244
2022-08-14,252,509,232,14078,309
2022-08-15,208,440,277,13953,402
2022-08-16,239,455,224,13761,416
2022-08-17,269,493,231,13635,357
2022-08-18,257,462,288,13438,485
2022-08-19,309,534,237,13305,370
2022-08-20,259,587,206,13313,198
2022-08-21,283,678,192,13207,298
2022-08-22,326,632,372,13200,379
2022-08-23,346,707,271,13086,385
2022-08-24,291,615,383,13112,357
2022-08-25,305,616,304,13014,402
2022-08-26,314,622,308,12879,443
2022-08-27,253,598,277,12940,216
2022-08-28,233,611,220,12950,210
2022-08-29,277,531,357,12942,365
2022-08-30,257,538,250,12860,332
2022-08-31,310,510,338,12748,450
2022-09-01,266,503,273,12625,396
2022-09-02,244,488,259,12502,382
2022-09-03,208,480,216,12554,164
2022-09-04,191,460,211,12581,184
2022-09-05,313,595,178,12362,397
2022-09-06,273,506,362,12368,356
2022-09-07,237,465,278,12254,392
2022-09-08,305,478,292,12225,321
2022-09-09,248,463,263,12131,357
2022-09-10,186,481,168,12055,244
2022-09-11,267,556,192,11990,257
2022-09-12,249,413,392,11871,511
2022-09-13,254,435,232,11777,326
2022-09-14,272,460,247,11706,318
2022-09-15,320,514,266,11588,384
2022-09-16,271,506,279,11522,345
2022-09-17,192,480,218,11591,149
2022-09-18,249,540,189,11614,166
2022-09-19,251,522,269,11538,345
2022-09-20,358,645,235,11409,364
2022-09-21,270,526,389,11479,319
2022-09-22,193,433,286,11410,355
2022-09-23,285,489,229,11263,376
2022-09-24,307,613,183,11266,180
2022-09-25,291,644,260,11297,229
2022-09-26,355,678,321,11324,294
2022-09-27,232,573,337,11354,307
2022-09-28,310,564,319,11415,258
2022-09-29,242,412,394,11492,317
2022-09-30,279,496,195,11399,288
2022-10-01,157,424,229,11402,226
2022-10-02,172,422,174,11401,175
2022-10-03,202,391,233,11247,387
2022-10-04,256,434,213,11214,246
2022-10-05,252,470,216,11123,307
2022-10-06,233,429,274,11015,382
2022-10-07,182,363,248,10914,349
2022-10-08,181,406,138,10862,190
2022-10-09,170,435,141,10849,154
2022-10-10,254,471,218,10813,254
2022-10-11,267,493,245,10781,277
2022-10-12,262,511,244,10733,292
2022-10-13,199,451,259,10707,285
2022-10-14,148,347,252,10677,282
2022-10-15,145,370,122,10621,178
2022-10-16,235,493,112,10546,187
2022-10-17,210,428,275,10475,346
2022-10-18,199,389,238,10356,357
2022-10-19,286,487,188,10234,310
2022-10-20,270,517,240,10127,347
2022-10-21,224,431,310,10198,239
2022-10-22,182,465,148,10188,158
2022-10-23,186,471,180,10159,209
2022-10-24,231,420,282,10145,296
2022-10-25,284,473,231,10084,292
2022-10-26,238,458,253,10108,229
2022-10-27,249,451,256,10081,283
2022-10-28,266,456,261,10017,325
2022-10-29,159,465,150,10010,157
2022-10-30,213,491,187,10023,174
2022-10-31,214,456,249,9983,289
2022-11-01,181,414,223,9958,248
2022-11-02,191,371,234,9970,222
2022-11-03,226,391,206,9849,327
2022-11-04,286,495,182,9664,367
2022-11-05,228,508,215,9712,167
2022-11-06,230,553,185,9679,218
2022-11-07,353,605,301,9725,255
2022-11-08,218,474,349,9778,296
2022-11-09,263,472,265,9767,276
2022-11-10,276,540,208,9712,263
2022-11-11,236,442,334,9795,251
2022-11-12,225,482,185,9819,161
2022-11-13,176,455,203,9864,158
2022-11-14,326,576,205,9741,328
2022-11-15,238,478,336,9792,285
2022-11-16,358,585,251,9678,365
2022-11-17,262,500,347,9778,247
2022-11-18,308,527,281,9752,307
2022-11-19,222,500,249,9808,193
2022-11-20,223,503,220,9866,162
2022-11-21,242,439,306,9899,273
2022-11-22,268,461,246,9877,268
2022-11-23,277,491,247,9790,334
2022-11-24,234,465,260,9788,262
2022-11-25,259,455,269,9828,229
2022-11-26,204,488,171,9813,186
2022-11-27,317,629,176,9814,175
2022-11-28,260,547,342,9870,286
2022-11-29,333,553,327,9916,281
2022-11-30,256,475,334,9912,338
2022-12-01,333,563,245,9856,301
2022-12-02,262,468,357,9903,310
2022-12-03,254,555,167,9865,205
2022-12-04,281,634,202,9878,189
2022-12-05,406,680,360,9959,279
2022-12-06,331,684,327,10052,234
2022-12-07,394,713,365,10163,254
2022-12-08,352,672,393,10211,345
2022-12-09,408,682,398,10303,306
2022-12-10,269,717,234,10376,161
2022-12-11,389,868,238,10458,156
2022-12-12,297,592,573,10765,266
2022-12-13,285,585,292,10754,303
2022-12-14,267,493,359,10873,240
2022-12-15,454,714,233,10853,253
2022-12-16,362,732,344,10887,310
2022-12-17,258,660,330,11007,210
2022-12-18,328,693,295,11115,187
2022-12-19,355,622,426,11258,283
2022-12-20,430,730,322,11273,307
2022-12-21,253,585,398,11314,357
2022-12-22,307,598,294,11341,267
2022-12-23,298,587,309,11338,312
2022-12-24,202,563,226,11348,216
2022-12-25,319,677,205,11359,194
2022-12-26,307,603,381,11366,374
2022-12-27,357,707,253,11278,341
2022-12-28,456,763,400,11358,320
2022-12-29,303,589,477,11461,374
2022-12-30,300,562,327,11408,380
2022-12-31,277,629,210,11423,195
2023-01-01,371,753,247,11507,163
2023-01-02,346,675,424,11672,259
2023-01-03,343,670,348,11652,368
2023-01-04,442,611,501,11816,337
2023-01-05,399,723,287,11813,290
2023-01-06,277,566,434,11861,386
2023-01-07,266,633,199,11842,218
2023-01-08,401,815,219,11876,185
2023-01-09,400,805,410,12003,283
2023-01-10,336,687,454,12102,355
2023-01-11,367,735,319,12022,399
2023-01-12,377,732,380,11935,467
2023-01-13,421,730,423,12026,332
2023-01-14,261,691,300,12096,230
2023-01-15,282,703,270,12200,166
2023-01-16,392,673,422,12291,331
2023-01-17,371,654,390,12392,289
2023-01-18,410,726,338,12351,379
2023-01-19,313,670,369,12345,375
2023-01-20,397,774,293,12206,432
2023-01-21,377,880,271,12286,191
2023-01-22,344,864,360,12450,196
2023-01-23,385,800,449,12559,340
2023-01-24,371,724,447,12717,289
2023-01-25,332,645,411,12760,368
2023-01-26,373,707,311,12771,300
2023-01-27,455,775,387,12808,350
2023-01-28,314,775,314,12927,195
2023-01-29,280,752,303,12951,279
2023-01-30,350,694,408,12954,405
2023-01-31,388,725,357,12933,378
2023-02-01,396,701,420,12918,435
2023-02-02,451,820,332,12925,325
2023-02-03,453,908,365,12930,360
2023-02-04,407,990,325,13047,208
2023-02-05,441,1040,391,13237,201
2023-02-06,487,942,585,13463,359
2023-02-07,364,761,545,13546,462
2023-02-08,366,761,366,13566,346
2023-02-09,414,803,372,13479,459
2023-02-10,392,759,436,13565,350
2023-02-11,300,691,368,13695,238
2023-02-12,333,759,265,13762,198
2023-02-13,390,724,425,13828,359
2023-02-14,379,726,377,13749,456
2023-02-15,400,749,377,13740,386
2023-02-16,500,896,353,13699,394
2023-02-17,432,862,466,13753,412
2023-02-18,516,1080,298,13796,255
2023-02-19,365,1019,426,14001,221
2023-02-20,401,876,544,14096,449
2023-02-21,419,806,489,14180,405
2023-02-22,435,840,401,14130,451
2023-02-23,447,844,443,14197,376
2023-02-24,572,983,433,14268,362
2023-02-25,314,926,371,14378,261
2023-02-26,405,1012,319,14411,286
2023-02-27,432,943,501,14504,408
2023-02-28,331,799,475,14644,335
2023-03-01,489,912,376,14602,418
2023-03-02,527,1010,429,14435,596
2023-03-03,383,875,518,14551,402
2023-03-04,370,886,359,14663,247
2023-03-05,286,759,413,14815,261
2023-03-06,360,721,398,14744,469
2023-03-07,510,836,395,14707,432
2023-03-08,406,750,492,14739,460
2023-03-09,369,686,433,14706,466
2023-03-10,451,772,365,14727,344
